pseudo_ID	hc1100	phylotype	compare2EB	completeness	contamination
iso567	CC_92	U	FALSE	99.93	0.21
iso568	CC_92	C	FALSE	99.93	0.1
iso569	CC_92	C	FALSE	99.93	0.47
iso570	CC_92	C	FALSE	99.93	0.47
iso571	CC_92	C	FALSE	99.93	0.17
iso572	CC_92	C	FALSE	99.93	0.1
iso573	CC_92	C	FALSE	99.93	0.14
iso574	CC_92	C	FALSE	99.93	0.14
iso575	CC_92	C	FALSE	99.93	0.14
iso576	CC_92	C	FALSE	99.93	0.39
iso577	CC_92	C	FALSE	99.93	0.67
iso578	CC_92	C	FALSE	99.93	0.67
iso579	CC_92	C	FALSE	99.93	0.67
iso580	CC_92	C	FALSE	99.93	0.43
iso581	CC_292	A	FALSE	99.93	0.1
iso582	CC_292	A	FALSE	99.97	0.07
iso583	CC_292	A	FALSE	99.67	0.07
iso584	CC_292	A	FALSE	99.89	0.93
iso585	CC_487	A	FALSE	99.97	0.92
iso586	CC_487	A	FALSE	99.97	2.37
iso587	CC_9	A	FALSE	100	0.13
iso588	CC_9	A	FALSE	99.4	0.38
iso589	CC_9	A	FALSE	99.97	0.29
iso590	CC_9	A	FALSE	99.97	0.04
iso591	CC_9	A	FALSE	100	0.18
iso592	CC_5	A	FALSE	99.97	0.48
iso593	CC_5	A	FALSE	99.97	1
iso594	CC_5	A	FALSE	99.97	0.21
iso595	CC_5	A	FALSE	99.97	0.21
iso596	CC_5	A	FALSE	99.97	0.21
iso597	CC_5	A	FALSE	99.97	0.04
iso598	CC_5	A	FALSE	99.97	0.04
iso599	CC_5	A	FALSE	99.97	0.04
iso600	CC_5	A	FALSE	99.97	0.07
iso601	CC_5	A	FALSE	99.97	0.79
iso602	CC_5	cryptic	FALSE	99.97	0.47
iso603	CC_5	cryptic	FALSE	99.97	0.47
iso604	CC_5	A	FALSE	99.97	0.07
iso605	CC_5	A	FALSE	99.97	0.11
iso606	CC_5	A	FALSE	99.97	0.11
iso607	CC_5	A	FALSE	99.97	0.8
iso608	CC_5	A	FALSE	99.97	1.4
iso609	CC_5	A	FALSE	99.97	0.36
iso610	CC_5	A	FALSE	99.97	0.06
iso611	CC_5	A	FALSE	99.97	0.16
iso612	CC_5	A	FALSE	99.97	0.07
iso613	CC_5	A	FALSE	99.97	0.07
iso614	CC_5	A	FALSE	99.97	1.07
iso615	CC_5	A	FALSE	99.89	2.79
iso616	CC_5	A	FALSE	99.82	0.04
iso617	CC_5	A	FALSE	99.97	0.04
iso618	CC_5	A	FALSE	99.97	0.04
iso619	CC_5	A	FALSE	99.97	0.04
iso620	CC_5	A	FALSE	99.97	0.04
iso621	CC_5	U	TRUE	99.97	3.51
iso622	CC_5	A	FALSE	99.97	0.04
iso623	CC_5	A	TRUE	100	100
iso624	CC_5	A	FALSE	99.98	2.84
iso625	CC_5	A	FALSE	99.97	0.83
iso626	CC_5	A	FALSE	99.97	0.83
iso627	CC_5	A	FALSE	99.97	1.1
iso628	CC_5	A	FALSE	100	0.28
iso629	CC_5	A	FALSE	100	0.09
iso630	CC_5	A	FALSE	99.97	0.04
iso631	CC_5	A	TRUE	100	42.57
iso632	CC_5	A	FALSE	99.97	0.04
iso633	CC_5	A	FALSE	99.97	0.04
iso634	CC_5	A	FALSE	99.97	0.04
iso635	CC_5	A	FALSE	99.97	0.33
iso636	CC_5	A	FALSE	99.97	0.04
iso637	CC_5	A	FALSE	99.97	0.33
iso638	CC_5	A	FALSE	99.97	0.04
iso639	CC_5	U	FALSE	99.97	1.98
iso640	CC_5	A	FALSE	99.97	0.04
iso641	CC_5	A	FALSE	99.97	0.09
iso642	CC_5	A	FALSE	99.97	0.09
iso643	CC_5	A	TRUE	99.97	3.83
iso644	CC_5	U	FALSE	99.91	2.68
iso645	CC_5	A	FALSE	99.97	0.04
iso646	CC_5	A	FALSE	99.97	0.04
iso647	CC_5	A	FALSE	99.97	0.04
iso648	CC_5	A	FALSE	99.97	0.04
iso649	CC_5	A	FALSE	99.97	0.04
iso650	CC_5	A	FALSE	99.97	0.04
iso651	CC_5	A	FALSE	99.97	0.04
iso652	CC_5	A	FALSE	99.82	0.04
iso653	CC_5	A	FALSE	99.82	0.81
iso654	CC_5	A	FALSE	99.97	1.61
iso655	CC_5	A	FALSE	99.97	0.09
iso656	CC_5	A	FALSE	99.97	0.09
iso657	CC_5	A	FALSE	99.97	0.11
iso658	CC_5	A	FALSE	99.97	0.04
iso659	CC_5	A	FALSE	99.67	0.22
iso660	CC_5	U	FALSE	99.67	0.62
iso661	CC_5	A	FALSE	99.67	0.07
iso662	CC_5	A	FALSE	99.97	0.26
iso663	CC_5	A	FALSE	99.97	0.26
iso664	CC_5	A	FALSE	99.97	0.26
iso665	CC_5	cryptic	FALSE	99.97	1.45
iso666	CC_5	A	FALSE	99.97	0.04
iso667	CC_5	A	FALSE	99.97	0.04
iso668	CC_5	A	FALSE	99.97	0.04
iso669	CC_5	U	FALSE	99.97	0.7
iso670	CC_5	A	FALSE	99.97	0.21
iso671	CC_273	A	FALSE	99.68	1.9
iso672	CC_273	A	FALSE	99.93	0.95
iso673	CC_273	B1	FALSE	99.9	2.13
iso674	CC_413	A	FALSE	99.97	0.04
iso675	CC_413	A	FALSE	99.67	0.65
iso676	CC_2	A	TRUE	100	61.83
iso677	CC_2	A	FALSE	99.97	0.04
iso678	CC_2	A	FALSE	99.97	0.04
iso679	CC_70	A	TRUE	100	100
iso680	CC_70	A	FALSE	99.93	1.16
iso681	CC_70	A	TRUE	100	100
iso682	CC_70	A	FALSE	99.93	1.16
iso683	CC_70	A	FALSE	99.89	1.16
iso684	CC_70	A	TRUE	100	100
iso685	CC_70	A	FALSE	99.89	1.31
iso686	CC_70	A	FALSE	99.89	1.81
iso687	CC_70	A	FALSE	99.89	1.59
iso688	CC_465	A	FALSE	99.91	1.07
iso689	CC_465	A	FALSE	99.91	1.07
iso690	CC_465	A	TRUE	99.91	3.26
