module	Assembly.barcode	MLST	HC1100	presence
module_103	ESC_WB7367AA_AS	21;35;27;1485;5;5;4	CC_11	1
module_106	ESC_WB7367AA_AS	21;35;27;1485;5;5;4	CC_11	1
module_107	ESC_WB7367AA_AS	21;35;27;1485;5;5;4	CC_11	1
module_231	ESC_WB7367AA_AS	21;35;27;1485;5;5;4	CC_11	1
module_359	ESC_WB7367AA_AS	21;35;27;1485;5;5;4	CC_11	1
module_66	ESC_WB7367AA_AS	21;35;27;1485;5;5;4	CC_11	1
module_101	ESC_WB7426AA_AS	21;35;27;-122;5;5;4	CC_11	1
module_103	ESC_WB7426AA_AS	21;35;27;-122;5;5;4	CC_11	1
module_106	ESC_WB7426AA_AS	21;35;27;-122;5;5;4	CC_11	1
module_107	ESC_WB7426AA_AS	21;35;27;-122;5;5;4	CC_11	1
module_231	ESC_WB7426AA_AS	21;35;27;-122;5;5;4	CC_11	1
module_359	ESC_WB7426AA_AS	21;35;27;-122;5;5;4	CC_11	1
module_388	ESC_WB7426AA_AS	21;35;27;-122;5;5;4	CC_11	1
module_412	ESC_WB7426AA_AS	21;35;27;-122;5;5;4	CC_11	1
module_66	ESC_WB7426AA_AS	21;35;27;-122;5;5;4	CC_11	1
module_101	ESC_XA0998AA_AS	893;35;27;6;5;5;4	CC_11	1
module_103	ESC_XA0998AA_AS	893;35;27;6;5;5;4	CC_11	1
module_106	ESC_XA0998AA_AS	893;35;27;6;5;5;4	CC_11	1
module_107	ESC_XA0998AA_AS	893;35;27;6;5;5;4	CC_11	1
module_231	ESC_XA0998AA_AS	893;35;27;6;5;5;4	CC_11	1
module_359	ESC_XA0998AA_AS	893;35;27;6;5;5;4	CC_11	1
module_388	ESC_XA0998AA_AS	893;35;27;6;5;5;4	CC_11	1
module_66	ESC_XA0998AA_AS	893;35;27;6;5;5;4	CC_11	1
module_359	ESC_XA1027AA_AS	21;35;27;6;5;13;4	CC_11	1
module_66	ESC_XA1027AA_AS	21;35;27;6;5;13;4	CC_11	1
module_101	ESC_XA1280AA_AS	21;35;786;6;5;691;4	CC_11	1
module_102	ESC_XA1280AA_AS	21;35;786;6;5;691;4	CC_11	1
module_103	ESC_XA1280AA_AS	21;35;786;6;5;691;4	CC_11	1
module_231	ESC_XA1280AA_AS	21;35;786;6;5;691;4	CC_11	1
module_66	ESC_XA1280AA_AS	21;35;786;6;5;691;4	CC_11	1
module_101	ESC_XB1128AA_AS	21;35;27;-6;5;5;4	CC_11	1
module_103	ESC_XB1128AA_AS	21;35;27;-6;5;5;4	CC_11	1
module_104	ESC_XB1128AA_AS	21;35;27;-6;5;5;4	CC_11	1
module_106	ESC_XB1128AA_AS	21;35;27;-6;5;5;4	CC_11	1
module_107	ESC_XB1128AA_AS	21;35;27;-6;5;5;4	CC_11	1
module_230	ESC_XB1128AA_AS	21;35;27;-6;5;5;4	CC_11	1
module_231	ESC_XB1128AA_AS	21;35;27;-6;5;5;4	CC_11	1
module_359	ESC_XB1128AA_AS	21;35;27;-6;5;5;4	CC_11	1
module_388	ESC_XB1128AA_AS	21;35;27;-6;5;5;4	CC_11	1
module_66	ESC_XB1128AA_AS	21;35;27;-6;5;5;4	CC_11	1
module_231	ESC_XB4446AA_AS	35;35;61;52;5;1006;4	CC_11	1
module_101	ESC_XB9069AA_AS	21;-195;27;6;5;5;4	CC_11	1
module_102	ESC_XB9069AA_AS	21;-195;27;6;5;5;4	CC_11	1
module_103	ESC_XB9069AA_AS	21;-195;27;6;5;5;4	CC_11	1
module_106	ESC_XB9069AA_AS	21;-195;27;6;5;5;4	CC_11	1
module_107	ESC_XB9069AA_AS	21;-195;27;6;5;5;4	CC_11	1
module_231	ESC_XB9069AA_AS	21;-195;27;6;5;5;4	CC_11	1
module_359	ESC_XB9069AA_AS	21;-195;27;6;5;5;4	CC_11	1
module_66	ESC_XB9069AA_AS	21;-195;27;6;5;5;4	CC_11	1
module_102	ESC_YA1353AA_AS	21;35;27;6;5;704;4	CC_11	1
module_231	ESC_YA1353AA_AS	21;35;27;6;5;704;4	CC_11	1
module_359	ESC_YA1353AA_AS	21;35;27;6;5;704;4	CC_11	1
module_66	ESC_YA1353AA_AS	21;35;27;6;5;704;4	CC_11	1
module_231	ESC_YA3451AA_AS	21;35;27;6;5;228;4	CC_11	1
module_359	ESC_YA3451AA_AS	21;35;27;6;5;228;4	CC_11	1
module_388	ESC_YA3451AA_AS	21;35;27;6;5;228;4	CC_11	1
module_66	ESC_YA3451AA_AS	21;35;27;6;5;228;4	CC_11	1
module_101	ESC_YA3597AA_AS	21;-83;27;6;5;5;4	CC_11	1
module_103	ESC_YA3597AA_AS	21;-83;27;6;5;5;4	CC_11	1
module_106	ESC_YA3597AA_AS	21;-83;27;6;5;5;4	CC_11	1
module_107	ESC_YA3597AA_AS	21;-83;27;6;5;5;4	CC_11	1
module_231	ESC_YA3597AA_AS	21;-83;27;6;5;5;4	CC_11	1
module_359	ESC_YA3597AA_AS	21;-83;27;6;5;5;4	CC_11	1
module_388	ESC_YA3597AA_AS	21;-83;27;6;5;5;4	CC_11	1
module_66	ESC_YA3597AA_AS	21;-83;27;6;5;5;4	CC_11	1
module_101	ESC_YA3773AA_AS	21;35;61;675;5;5;4	CC_11	1
module_231	ESC_YA3773AA_AS	21;35;61;675;5;5;4	CC_11	1
module_101	ESC_YA6336AA_AS	21;35;27;6;804;5;4	CC_11	1
module_103	ESC_YA6336AA_AS	21;35;27;6;804;5;4	CC_11	1
module_106	ESC_YA6336AA_AS	21;35;27;6;804;5;4	CC_11	1
module_107	ESC_YA6336AA_AS	21;35;27;6;804;5;4	CC_11	1
module_231	ESC_YA6336AA_AS	21;35;27;6;804;5;4	CC_11	1
module_359	ESC_YA6336AA_AS	21;35;27;6;804;5;4	CC_11	1
module_388	ESC_YA6336AA_AS	21;35;27;6;804;5;4	CC_11	1
module_66	ESC_YA6336AA_AS	21;35;27;6;804;5;4	CC_11	1
module_107	ESC_YB5113AA_AS	1356;35;27;6;5;5;4	CC_11	1
module_231	ESC_YB5113AA_AS	1356;35;27;6;5;5;4	CC_11	1
module_359	ESC_YB5113AA_AS	1356;35;27;6;5;5;4	CC_11	1
module_66	ESC_YB5113AA_AS	1356;35;27;6;5;5;4	CC_11	1
module_103	ESC_ZB7773AA_AS	21;1315;27;6;5;5;4	CC_11	1
module_230	ESC_ZB7773AA_AS	21;1315;27;6;5;5;4	CC_11	1
module_231	ESC_ZB7773AA_AS	21;1315;27;6;5;5;4	CC_11	1
module_359	ESC_ZB7773AA_AS	21;1315;27;6;5;5;4	CC_11	1
module_66	ESC_ZB7773AA_AS	21;1315;27;6;5;5;4	CC_11	1
module_231	ESC_BA7670AA_AS	-5;52;156;14;17;25;17	CC_153	1
module_66	ESC_BA7670AA_AS	-5;52;156;14;17;25;17	CC_153	1
module_103	ESC_BB6339AA_AS	18;52;10;13;17;25;17	CC_153	1
module_230	ESC_BB6339AA_AS	18;52;10;13;17;25;17	CC_153	1
module_104	ESC_CB7221AA_AS	13;1409;10;14;17;25;17	CC_153	1
module_66	ESC_CB7221AA_AS	13;1409;10;14;17;25;17	CC_153	1
module_104	ESC_CC1128AA_AS	13;52;156;14;1031;25;17	CC_153	1
module_66	ESC_CC1128AA_AS	13;52;156;14;1031;25;17	CC_153	1
module_104	ESC_CC2654AA_AS	13;52;10;14;17;207;17	CC_153	1
module_231	ESC_CC2654AA_AS	13;52;10;14;17;207;17	CC_153	1
module_66	ESC_CC2654AA_AS	13;52;10;14;17;207;17	CC_153	1
module_104	ESC_CC3591AA_AS	13;52;10;14;17;1073;17	CC_153	1
module_359	ESC_CC3591AA_AS	13;52;10;14;17;1073;17	CC_153	1
module_66	ESC_CC3591AA_AS	13;52;10;14;17;1073;17	CC_153	1
module_231	ESC_CC5145AA_AS	13;52;156;1609;17;25;17	CC_153	1
module_66	ESC_CC5145AA_AS	13;52;156;1609;17;25;17	CC_153	1
module_103	ESC_DC2500AA_AS	13;52;10;14;17;-8;17	CC_153	1
module_104	ESC_DC2500AA_AS	13;52;10;14;17;-8;17	CC_153	1
module_230	ESC_DC2500AA_AS	13;52;10;14;17;-8;17	CC_153	1
module_103	ESC_DC4321AA_AS	13;52;1280;14;17;25;17	CC_153	1
module_231	ESC_DC4321AA_AS	13;52;1280;14;17;25;17	CC_153	1
module_66	ESC_DC4321AA_AS	13;52;1280;14;17;25;17	CC_153	1
module_101	ESC_DC7713AA_AS	13;52;10;659;17;25;17	CC_153	1
module_104	ESC_DC7713AA_AS	13;52;10;659;17;25;17	CC_153	1
module_231	ESC_DC7713AA_AS	13;52;10;659;17;25;17	CC_153	1
module_359	ESC_DC7713AA_AS	13;52;10;659;17;25;17	CC_153	1
module_388	ESC_DC7713AA_AS	13;52;10;659;17;25;17	CC_153	1
module_66	ESC_DC7713AA_AS	13;52;10;659;17;25;17	CC_153	1
module_231	ESC_FA8498AA_AS	13;52;502;14;17;25;17	CC_153	1
module_66	ESC_FA8498AA_AS	13;52;502;14;17;25;17	CC_153	1
module_104	ESC_FB6786AA_AS	13;-43;10;14;17;25;17	CC_153	1
module_66	ESC_FB6786AA_AS	13;-43;10;14;17;25;17	CC_153	1
module_104	ESC_FB8066AA_AS	13;52;10;1182;17;25;17	CC_153	1
module_66	ESC_FB9269AA_AS	13;52;10;14;17;780;17	CC_153	1
module_231	ESC_FC8157AA_AS	13;52;502;14;687;25;17	CC_153	1
module_66	ESC_FC8157AA_AS	13;52;502;14;687;25;17	CC_153	1
module_104	ESC_FC9197AA_AS	13;52;1221;14;17;25;17	CC_153	1
module_66	ESC_FC9197AA_AS	13;52;1221;14;17;25;17	CC_153	1
module_104	ESC_GA8831AA_AS	13;52;10;14;17;25;17	CC_153	1
module_231	ESC_GA8831AA_AS	13;52;10;14;17;25;17	CC_153	1
module_359	ESC_GA8831AA_AS	13;52;10;14;17;25;17	CC_153	1
module_66	ESC_GA8831AA_AS	13;52;10;14;17;25;17	CC_153	1
module_103	ESC_GA9212AA_AS	13;52;156;14;17;179;17	CC_153	1
module_230	ESC_GA9212AA_AS	13;52;156;14;17;179;17	CC_153	1
module_231	ESC_GA9212AA_AS	13;52;156;14;17;179;17	CC_153	1
module_66	ESC_GA9212AA_AS	13;52;156;14;17;179;17	CC_153	1
module_103	ESC_GB5811AA_AS	13;52;10;1226;17;25;17	CC_153	1
module_104	ESC_GB5811AA_AS	13;52;10;1226;17;25;17	CC_153	1
module_107	ESC_GB5811AA_AS	13;52;10;1226;17;25;17	CC_153	1
module_66	ESC_GB5811AA_AS	13;52;10;1226;17;25;17	CC_153	1
module_104	ESC_GC3703AA_AS	13;52;10;14;17;225;17	CC_153	1
module_104	ESC_HA1622AA_AS	13;52;10;14;17;25;453	CC_153	1
module_66	ESC_HA1622AA_AS	13;52;10;14;17;25;453	CC_153	1
module_104	ESC_HA5132AA_AS	13;854;10;14;17;25;17	CC_153	1
module_231	ESC_HA5132AA_AS	13;854;10;14;17;25;17	CC_153	1
module_359	ESC_HA5132AA_AS	13;854;10;14;17;25;17	CC_153	1
module_66	ESC_HA5132AA_AS	13;854;10;14;17;25;17	CC_153	1
module_104	ESC_HC1419AA_AS	1143;52;10;14;17;25;17	CC_153	1
module_231	ESC_HC1419AA_AS	1143;52;10;14;17;25;17	CC_153	1
module_359	ESC_HC1419AA_AS	1143;52;10;14;17;25;17	CC_153	1
module_66	ESC_HC1419AA_AS	1143;52;10;14;17;25;17	CC_153	1
module_230	ESC_HC1431AA_AS	1610;52;156;14;17;25;17	CC_153	1
module_231	ESC_HC1431AA_AS	1610;52;156;14;17;25;17	CC_153	1
module_66	ESC_HC1431AA_AS	1610;52;156;14;17;25;17	CC_153	1
module_103	ESC_HC1455AA_AS	1656;52;156;14;17;25;17	CC_153	1
module_230	ESC_HC1455AA_AS	1656;52;156;14;17;25;17	CC_153	1
module_231	ESC_HC1455AA_AS	1656;52;156;14;17;25;17	CC_153	1
module_66	ESC_HC1455AA_AS	1656;52;156;14;17;25;17	CC_153	1
module_104	ESC_HC3311AA_AS	1659;52;10;14;17;25;17	CC_153	1
module_231	ESC_HC3311AA_AS	1659;52;10;14;17;25;17	CC_153	1
module_359	ESC_HC3311AA_AS	1659;52;10;14;17;25;17	CC_153	1
module_66	ESC_HC3311AA_AS	1659;52;10;14;17;25;17	CC_153	1
module_104	ESC_HC3383AA_AS	13;52;10;14;17;1195;17	CC_153	1
module_231	ESC_HC3383AA_AS	13;52;10;14;17;1195;17	CC_153	1
module_359	ESC_HC3383AA_AS	13;52;10;14;17;1195;17	CC_153	1
module_66	ESC_HC3383AA_AS	13;52;10;14;17;1195;17	CC_153	1
module_101	ESC_HC3775AA_AS	1689;52;156;14;17;25;17	CC_153	1
module_103	ESC_HC3775AA_AS	1689;52;156;14;17;25;17	CC_153	1
module_230	ESC_HC3775AA_AS	1689;52;156;14;17;25;17	CC_153	1
module_231	ESC_HC3775AA_AS	1689;52;156;14;17;25;17	CC_153	1
module_104	ESC_HC4034AA_AS	-562;52;10;14;17;25;17	CC_153	1
module_231	ESC_HC4034AA_AS	-562;52;10;14;17;25;17	CC_153	1
module_359	ESC_HC4034AA_AS	-562;52;10;14;17;25;17	CC_153	1
module_66	ESC_HC4034AA_AS	-562;52;10;14;17;25;17	CC_153	1
module_231	ESC_IB7511AA_AS	13;1545;156;14;17;25;17	CC_153	1
module_388	ESC_IB7511AA_AS	13;1545;156;14;17;25;17	CC_153	1
module_66	ESC_IB7511AA_AS	13;1545;156;14;17;25;17	CC_153	1
module_104	ESC_IC4028AA_AS	13;52;1446;14;17;25;17	CC_153	1
module_359	ESC_IC4028AA_AS	13;52;1446;14;17;25;17	CC_153	1
module_388	ESC_IC4028AA_AS	13;52;1446;14;17;25;17	CC_153	1
module_66	ESC_IC4028AA_AS	13;52;1446;14;17;25;17	CC_153	1
module_104	ESC_IC7294AA_AS	13;52;10;-6;17;25;17	CC_153	1
module_359	ESC_IC7294AA_AS	13;52;10;-6;17;25;17	CC_153	1
module_66	ESC_IC7294AA_AS	13;52;10;-6;17;25;17	CC_153	1
module_104	ESC_KB2029AA_AS	13;52;10;14;17;842;17	CC_153	1
module_231	ESC_KB2029AA_AS	13;52;10;14;17;842;17	CC_153	1
module_359	ESC_KB2029AA_AS	13;52;10;14;17;842;17	CC_153	1
module_66	ESC_KB2029AA_AS	13;52;10;14;17;842;17	CC_153	1
module_104	ESC_KB2040AA_AS	13;NaN;10;14;17;25;17	CC_153	1
module_231	ESC_KB2040AA_AS	13;NaN;10;14;17;25;17	CC_153	1
module_66	ESC_KB2040AA_AS	13;NaN;10;14;17;25;17	CC_153	1
module_231	ESC_UA2456AA_AS	13;52;156;14;741;25;17	CC_153	1
module_66	ESC_UA2456AA_AS	13;52;156;14;741;25;17	CC_153	1
module_104	ESC_WB8333AA_AS	13;52;10;14;17;25;772	CC_153	1
module_231	ESC_WB8333AA_AS	13;52;10;14;17;25;772	CC_153	1
module_359	ESC_WB8333AA_AS	13;52;10;14;17;25;772	CC_153	1
module_66	ESC_WB8333AA_AS	13;52;10;14;17;25;772	CC_153	1
module_231	ESC_ZA5483AA_AS	13;52;156;14;17;25;17	CC_153	1
module_66	ESC_ZA5483AA_AS	13;52;156;14;17;25;17	CC_153	1
module_103	ESC_ZB8703AA_AS	13;52;156;1536;17;25;17	CC_153	1
module_230	ESC_ZB8703AA_AS	13;52;156;1536;17;25;17	CC_153	1
module_231	ESC_ZB8703AA_AS	13;52;156;1536;17;25;17	CC_153	1
module_103	ESC_AB7775AA_AS	6;4;4;16;24;325;14	CC_17	1
module_104	ESC_AB7775AA_AS	6;4;4;16;24;325;14	CC_17	1
module_230	ESC_AB7775AA_AS	6;4;4;16;24;325;14	CC_17	1
module_231	ESC_AB7775AA_AS	6;4;4;16;24;325;14	CC_17	1
module_359	ESC_AB7775AA_AS	6;4;4;16;24;325;14	CC_17	1
module_231	ESC_AC1246AA_AS	6;4;14;16;24;40;14	CC_17	1
module_104	ESC_AC4723AA_AS	6;1138;4;16;24;-8;14	CC_17	1
module_101	ESC_BA0434AA_AS	6;4;14;-2;24;8;14	CC_17	1
module_102	ESC_BA0434AA_AS	6;4;14;-2;24;8;14	CC_17	1
module_104	ESC_BA0434AA_AS	6;4;14;-2;24;8;14	CC_17	1
module_231	ESC_BA0434AA_AS	6;4;14;-2;24;8;14	CC_17	1
module_231	ESC_BA3823AA_AS	6;4;4;16;24;8;208	CC_17	1
module_104	ESC_BA4095AA_AS	6;377;4;16;24;8;14	CC_17	1
module_231	ESC_BA4095AA_AS	6;377;4;16;24;8;14	CC_17	1
module_101	ESC_BB8415AA_AS	6;4;4;18;24;5;705	CC_17	1
module_104	ESC_BB8415AA_AS	6;4;4;18;24;5;705	CC_17	1
module_231	ESC_BB8415AA_AS	6;4;4;18;24;5;705	CC_17	1
module_104	ESC_BC0785AA_AS	6;1941;4;16;24;8;14	CC_17	1
module_231	ESC_BC0785AA_AS	6;1941;4;16;24;8;14	CC_17	1
module_359	ESC_BC0785AA_AS	6;1941;4;16;24;8;14	CC_17	1
module_231	ESC_BC1156AA_AS	6;4;14;16;24;8;14	CC_17	1
module_359	ESC_BC1156AA_AS	6;4;14;16;24;8;14	CC_17	1
module_103	ESC_BC5136AA_AS	6;4;14;1569;24;8;14	CC_17	1
module_104	ESC_BC5136AA_AS	6;4;14;1569;24;8;14	CC_17	1
module_104	ESC_BC5563AA_AS	6;4;4;16;1212;8;14	CC_17	1
module_103	ESC_BC8545AA_AS	6;4;4;817;24;8;14	CC_17	1
module_104	ESC_BC8545AA_AS	6;4;4;817;24;8;14	CC_17	1
module_230	ESC_BC8545AA_AS	6;4;4;817;24;8;14	CC_17	1
module_101	ESC_CA0524AA_AS	6;4;4;18;437;8;14	CC_17	1
module_231	ESC_CA1884AA_AS	6;4;4;16;24;8;387	CC_17	1
module_104	ESC_CA3552AA_AS	6;4;474;16;24;8;14	CC_17	1
module_104	ESC_CA7081AA_AS	6;4;14;574;24;8;14	CC_17	1
module_230	ESC_CA7081AA_AS	6;4;14;574;24;8;14	CC_17	1
module_103	ESC_CB4927AA_AS	6;1303;14;16;24;8;14	CC_17	1
module_104	ESC_CB4927AA_AS	6;1303;14;16;24;8;14	CC_17	1
module_230	ESC_CB4927AA_AS	6;1303;14;16;24;8;14	CC_17	1
module_104	ESC_CB7821AA_AS	6;4;14;16;24;744;14	CC_17	1
module_103	ESC_CB8737AA_AS	6;819;4;16;24;8;14	CC_17	1
module_230	ESC_CB8737AA_AS	6;819;4;16;24;8;14	CC_17	1
module_103	ESC_CB9007AA_AS	6;4;4;16;24;748;14	CC_17	1
module_230	ESC_CB9007AA_AS	6;4;4;16;24;748;14	CC_17	1
module_231	ESC_CB9007AA_AS	6;4;4;16;24;748;14	CC_17	1
module_359	ESC_CB9007AA_AS	6;4;4;16;24;748;14	CC_17	1
module_104	ESC_CC1125AA_AS	1083;4;14;16;24;8;14	CC_17	1
module_231	ESC_CC1141AA_AS	6;4;1243;16;24;8;14	CC_17	1
module_103	ESC_CC1571AA_AS	6;4;4;16;24;325;1002	CC_17	1
module_104	ESC_CC1571AA_AS	6;4;4;16;24;325;1002	CC_17	1
module_230	ESC_CC1571AA_AS	6;4;4;16;24;325;1002	CC_17	1
module_231	ESC_CC1571AA_AS	6;4;4;16;24;325;1002	CC_17	1
module_359	ESC_CC1571AA_AS	6;4;4;16;24;325;1002	CC_17	1
module_103	ESC_CC1971AA_AS	6;4;1248;16;24;8;14	CC_17	1
module_104	ESC_CC1971AA_AS	6;4;1248;16;24;8;14	CC_17	1
module_230	ESC_CC1971AA_AS	6;4;1248;16;24;8;14	CC_17	1
module_231	ESC_CC1971AA_AS	6;4;1248;16;24;8;14	CC_17	1
module_359	ESC_CC1971AA_AS	6;4;1248;16;24;8;14	CC_17	1
module_103	ESC_CC2359AA_AS	6;4;4;16;1235;325;1002	CC_17	1
module_104	ESC_CC2359AA_AS	6;4;4;16;1235;325;1002	CC_17	1
module_230	ESC_CC2359AA_AS	6;4;4;16;1235;325;1002	CC_17	1
module_231	ESC_CC2359AA_AS	6;4;4;16;1235;325;1002	CC_17	1
module_359	ESC_CC2359AA_AS	6;4;4;16;1235;325;1002	CC_17	1
module_104	ESC_CC4129AA_AS	6;4;14;16;24;8;1014	CC_17	1
module_101	ESC_CC4988AA_AS	6;1998;14;16;24;8;14	CC_17	1
module_102	ESC_CC4988AA_AS	6;1998;14;16;24;8;14	CC_17	1
module_103	ESC_CC4988AA_AS	6;1998;14;16;24;8;14	CC_17	1
module_104	ESC_CC4988AA_AS	6;1998;14;16;24;8;14	CC_17	1
module_231	ESC_CC4988AA_AS	6;1998;14;16;24;8;14	CC_17	1
module_103	ESC_CC6555AA_AS	672;4;4;16;24;8;14	CC_17	1
module_230	ESC_CC6555AA_AS	672;4;4;16;24;8;14	CC_17	1
module_231	ESC_CC6555AA_AS	672;4;4;16;24;8;14	CC_17	1
module_231	ESC_CC7890AA_AS	782;4;4;16;24;8;14	CC_17	1
module_104	ESC_DC0116AA_AS	6;4;14;16;24;5;1023	CC_17	1
module_231	ESC_DC0116AA_AS	6;4;14;16;24;5;1023	CC_17	1
module_359	ESC_DC0116AA_AS	6;4;14;16;24;5;1023	CC_17	1
module_412	ESC_DC0116AA_AS	6;4;14;16;24;5;1023	CC_17	1
module_66	ESC_DC0116AA_AS	6;4;14;16;24;5;1023	CC_17	1
module_66	ESC_DC1521AA_AS	6;2030;14;16;24;8;14	CC_17	1
module_104	ESC_DC1574AA_AS	6;27;14;16;24;8;14	CC_17	1
module_104	ESC_DC1579AA_AS	314;4;14;16;24;8;14	CC_17	1
module_103	ESC_DC3862AA_AS	6;4;1276;16;24;8;14	CC_17	1
module_104	ESC_DC3862AA_AS	6;4;1276;16;24;8;14	CC_17	1
module_230	ESC_DC3862AA_AS	6;4;1276;16;24;8;14	CC_17	1
module_231	ESC_DC3862AA_AS	6;4;1276;16;24;8;14	CC_17	1
module_359	ESC_DC3862AA_AS	6;4;1276;16;24;8;14	CC_17	1
module_104	ESC_DC3974AA_AS	1494;4;4;18;24;8;14	CC_17	1
module_103	ESC_DC7617AA_AS	6;4;14;16;370;8;14	CC_17	1
module_103	ESC_DC7659AA_AS	6;829;4;16;24;8;14	CC_17	1
module_104	ESC_DC7659AA_AS	6;829;4;16;24;8;14	CC_17	1
module_230	ESC_DC7659AA_AS	6;829;4;16;24;8;14	CC_17	1
module_231	ESC_DC7659AA_AS	6;829;4;16;24;8;14	CC_17	1
module_359	ESC_DC7659AA_AS	6;829;4;16;24;8;14	CC_17	1
module_104	ESC_EB5189AA_AS	6;4;12;-6;24;8;14	CC_17	1
module_231	ESC_EB5189AA_AS	6;4;12;-6;24;8;14	CC_17	1
module_103	ESC_EC0453AA_AS	6;1961;14;16;24;8;14	CC_17	1
module_230	ESC_EC0453AA_AS	6;1961;14;16;24;8;14	CC_17	1
module_104	ESC_EC2134AA_AS	6;4;4;657;24;2;14	CC_17	1
module_231	ESC_EC2134AA_AS	6;4;4;657;24;2;14	CC_17	1
module_66	ESC_EC2134AA_AS	6;4;4;657;24;2;14	CC_17	1
module_101	ESC_EC5495AA_AS	6;4;4;16;312;8;14	CC_17	1
module_103	ESC_EC5495AA_AS	6;4;4;16;312;8;14	CC_17	1
module_230	ESC_EC5495AA_AS	6;4;4;16;312;8;14	CC_17	1
module_231	ESC_EC5495AA_AS	6;4;4;16;312;8;14	CC_17	1
module_103	ESC_EC5529AA_AS	-8;4;4;16;24;8;-10	CC_17	1
module_104	ESC_EC5529AA_AS	-8;4;4;16;24;8;-10	CC_17	1
module_230	ESC_EC5529AA_AS	-8;4;4;16;24;8;-10	CC_17	1
module_231	ESC_EC5529AA_AS	-8;4;4;16;24;8;-10	CC_17	1
module_359	ESC_EC5529AA_AS	-8;4;4;16;24;8;-10	CC_17	1
module_231	ESC_EC5724AA_AS	1522;4;4;16;24;8;14	CC_17	1
module_359	ESC_EC5724AA_AS	1522;4;4;16;24;8;14	CC_17	1
module_101	ESC_EC6134AA_AS	6;4;1304;16;24;8;14	CC_17	1
module_102	ESC_EC6134AA_AS	6;4;1304;16;24;8;14	CC_17	1
module_103	ESC_EC6134AA_AS	6;4;1304;16;24;8;14	CC_17	1
module_230	ESC_EC6134AA_AS	6;4;1304;16;24;8;14	CC_17	1
module_231	ESC_EC6134AA_AS	6;4;1304;16;24;8;14	CC_17	1
module_66	ESC_EC6134AA_AS	6;4;1304;16;24;8;14	CC_17	1
module_104	ESC_EC6603AA_AS	6;4;14;16;24;-8;14	CC_17	1
module_103	ESC_EC6961AA_AS	489;4;14;16;24;8;14	CC_17	1
module_230	ESC_EC6961AA_AS	489;4;14;16;24;8;14	CC_17	1
module_104	ESC_EC7983AA_AS	6;4;4;16;1072;8;14	CC_17	1
module_103	ESC_EC9402AA_AS	6;-231;4;16;329;8;381	CC_17	1
module_104	ESC_EC9402AA_AS	6;-231;4;16;329;8;381	CC_17	1
module_230	ESC_EC9402AA_AS	6;-231;4;16;329;8;381	CC_17	1
module_231	ESC_EC9402AA_AS	6;-231;4;16;329;8;381	CC_17	1
module_250	ESC_EC9402AA_AS	6;-231;4;16;329;8;381	CC_17	1
module_103	ESC_EC9872AA_AS	6;2087;14;16;24;8;14	CC_17	1
module_104	ESC_EC9872AA_AS	6;2087;14;16;24;8;14	CC_17	1
module_230	ESC_EC9872AA_AS	6;2087;14;16;24;8;14	CC_17	1
module_103	ESC_FA6662AA_AS	6;738;14;16;24;8;14	CC_17	1
module_230	ESC_FA6662AA_AS	6;738;14;16;24;8;14	CC_17	1
module_231	ESC_FA6662AA_AS	6;738;14;16;24;8;14	CC_17	1
module_66	ESC_FA6662AA_AS	6;738;14;16;24;8;14	CC_17	1
module_101	ESC_FA7665AA_AS	6;4;4;16;24;433;14	CC_17	1
module_104	ESC_FA7665AA_AS	6;4;4;16;24;433;14	CC_17	1
module_101	ESC_FA7933AA_AS	523;4;12;16;24;8;14	CC_17	1
module_103	ESC_FA7933AA_AS	523;4;12;16;24;8;14	CC_17	1
module_230	ESC_FA7933AA_AS	523;4;12;16;24;8;14	CC_17	1
module_66	ESC_FB2006AA_AS	6;4;14;1062;24;8;14	CC_17	1
module_231	ESC_FB3743AA_AS	6;4;4;16;887;8;14	CC_17	1
module_102	ESC_FB4754AA_AS	934;4;14;16;24;8;14	CC_17	1
module_104	ESC_FB4754AA_AS	934;4;14;16;24;8;14	CC_17	1
module_103	ESC_FB8045AA_AS	6;1457;4;16;24;8;14	CC_17	1
module_104	ESC_FB8045AA_AS	6;1457;4;16;24;8;14	CC_17	1
module_230	ESC_FB8045AA_AS	6;1457;4;16;24;8;14	CC_17	1
module_231	ESC_FB8045AA_AS	6;1457;4;16;24;8;14	CC_17	1
module_359	ESC_FB8045AA_AS	6;1457;4;16;24;8;14	CC_17	1
module_104	ESC_FB9835AA_AS	6;4;14;16;24;109;14	CC_17	1
module_103	ESC_FC0369AA_AS	6;1540;4;16;24;8;14	CC_17	1
module_104	ESC_FC0369AA_AS	6;1540;4;16;24;8;14	CC_17	1
module_230	ESC_FC0369AA_AS	6;1540;4;16;24;8;14	CC_17	1
module_104	ESC_FC0616AA_AS	6;4;4;16;24;2;14	CC_17	1
module_231	ESC_FC0616AA_AS	6;4;4;16;24;2;14	CC_17	1
module_231	ESC_FC2053AA_AS	6;4;4;18;24;1146;14	CC_17	1
module_66	ESC_FC2053AA_AS	6;4;4;18;24;1146;14	CC_17	1
module_231	ESC_FC3575AA_AS	6;4;4;16;24;424;14	CC_17	1
module_103	ESC_FC6690AA_AS	1327;4;4;16;24;8;14	CC_17	1
module_104	ESC_FC6690AA_AS	1327;4;4;16;24;8;14	CC_17	1
module_230	ESC_FC6690AA_AS	1327;4;4;16;24;8;14	CC_17	1
